UserID,Age,Gender,SweetLike,MentholLike,PodsPerWeek,SubscribeIntent,FlavourFamilies,PurchaseChannel,SignupChannel,DeviceUsed,AvgSessionTimeMin,ReferralCount,ReorderRate,FeedbackSubmitted,SubscriptionTenure,FlavourExplorationRate,LastTopRatedFlavour,PrimaryFlavourNote,NicotineToleranceLevel,AvgPodsPerOrder,SleepHours,StressLevelScale,LastMood,IsWeekend,FlavorBuzzScore,LastMentionSpike,IsLimitedEdition,SocialMentions_30D,FlavourFamilyTrend,NicotineGoal,CountryRegCode,OverLimitWarning
120,40,Female,2,3,13,1,"Dessert,Fruity",Online,TikTok,iOS,35.7,1,0.33,True,6,0.62,Mint Chill,Nutty,45.7,3,6.7,8.6,Energetic,False,0.11,False,False,44,Rising,Reduce,US,False
121,32,Male,4,1,9,1,Spice,Retail,Referral,iOS,24.7,0,0.5,False,23,0.84,Citrus Pop,Sweet,45.4,1,6.9,8.2,Happy,True,0.21,False,False,63,Declining,Quit,PH,False
122,46,Female,1,3,13,0,"Dessert,Beverage",Online,Referral,iOS,16.2,0,0.31,False,14,0.61,Citrus Pop,Spicy,50.0,5,7.9,7.5,Anxious,False,0.27,False,True,50,Rising,Reduce,AE,True
123,53,Male,4,5,6,1,Dessert,Online,TikTok,Desktop,23.4,0,0.66,True,23,0.97,Rose Milk,Menthol,28.6,3,6.2,6.5,Anxious,True,0.23,False,False,51,Rising,Maintain,SG,False
124,30,Male,2,3,6,1,Beverage,Online,Instagram,iOS,17.6,2,0.72,True,3,0.3,Vanilla Swirl,Nutty,31.2,2,4.0,6.7,Anxious,True,0.01,False,False,45,Rising,Maintain,SG,False
125,49,Female,5,5,9,1,Dessert,Online,Instagram,Desktop,18.2,0,0.57,False,7,0.74,Custard Kunafa,Menthol,40.9,1,6.0,6.9,Happy,True,0.05,False,False,54,Declining,Maintain,US,False
126,24,Male,3,5,4,1,"Dessert,Tobacco,Beverage",Online,TikTok,iOS,23.6,1,0.64,True,15,0.43,Peach Punch,Menthol,21.8,5,7.4,6.1,Happy,False,0.71,False,False,50,Rising,Quit,SG,False
127,39,Male,4,3,6,1,Tobacco,Online,Referral,iOS,17.1,2,0.55,False,21,0.35,Tobacco Twist,Spicy,31.0,3,6.3,7.8,Anxious,False,0.26,False,True,53,Rising,Quit,PH,False
128,45,Male,4,2,4,1,"Beverage,Spice,Fruity",Online,Referral,Android,21.9,0,0.71,True,24,0.26,Custard Kunafa,Nutty,19.4,1,6.3,4.0,LowEnergy,False,0.15,False,False,51,Stable,Maintain,IN,False
129,19,Male,1,4,11,0,"Beverage,Tobacco",Online,Instagram,Android,6.1,0,0.62,False,16,0.6,Berry Blast,Menthol,38.0,1,7.1,4.3,LowEnergy,True,0.15,False,False,57,Stable,Reduce,SG,False
130,23,Male,1,1,1,0,Dessert,Retail,TikTok,Android,27.1,3,0.3,False,16,0.29,Mango Tango,Sweet,10.0,4,7.3,4.0,Energetic,True,0.09,False,True,42,Stable,Reduce,US,False
131,45,Male,4,4,7,0,"Tobacco,Beverage",Retail,TikTok,Android,25.0,1,0.74,False,8,0.28,Mint Chill,Fruity,40.7,1,4.4,5.3,Happy,False,0.59,False,True,68,Declining,Maintain,IN,True
132,45,Male,2,1,14,0,"Menthol,Spice",Online,Instagram,Android,16.8,1,0.54,False,7,0.99,Lychee Ice,Fruity,47.8,3,6.5,8.5,Energetic,True,0.22,True,False,50,Rising,Quit,PH,False
133,37,Male,3,1,10,0,"Menthol,Beverage",Retail,Instagram,iOS,31.6,0,0.41,False,6,0.82,Peach Punch,Spicy,44.6,2,6.3,4.7,Energetic,False,0.17,False,False,50,Rising,Reduce,PH,False
134,47,Female,1,5,11,0,Spice,Retail,TikTok,Desktop,34.4,1,0.53,False,2,0.77,Custard Kunafa,Nutty,41.5,6,6.6,4.8,Anxious,False,0.23,False,False,50,Rising,Maintain,PH,False
135,28,Male,2,1,12,0,Spice,Retail,Referral,Desktop,8.9,0,0.31,True,22,0.81,Mango Tango,Nutty,50.0,4,4.1,5.3,LowEnergy,False,0.18,False,False,59,Stable,Maintain,US,False
136,45,Male,5,1,6,1,Tobacco,Retail,TikTok,Android,17.4,0,0.41,True,13,0.97,Mint Chill,Fruity,31.0,3,8.1,8.2,Energetic,True,0.1,False,False,54,Rising,Maintain,IN,False
137,42,Male,1,3,9,1,Beverage,Online,TikTok,iOS,17.3,3,0.62,True,12,0.62,Blueberry Muffin,Sweet,30.8,3,6.5,8.7,Anxious,False,0.2,True,True,61,Declining,Maintain,PH,False
138,50,Male,2,4,7,1,Dessert,Retail,Website,Android,15.6,1,0.63,False,15,0.3,Spicy Guava,Fruity,39.4,3,7.0,8.0,Happy,True,0.52,False,False,57,Declining,Maintain,SG,False
139,18,Female,2,3,13,1,Dessert,Online,TikTok,iOS,33.3,1,0.65,True,9,0.88,Lychee Ice,Fruity,46.1,5,8.6,8.1,Energetic,False,0.2,False,True,48,Rising,Maintain,IN,True
140,44,Male,3,1,7,1,Menthol,Online,Referral,iOS,23.1,1,0.6,True,2,0.77,Lychee Ice,Nutty,37.7,5,7.0,9.0,LowEnergy,False,0.15,False,False,47,Declining,Reduce,PH,False
141,30,Male,3,5,2,1,Fruity,Retail,Referral,iOS,22.4,0,0.5,False,17,0.47,Berry Blast,Menthol,10.0,2,4.7,3.8,Happy,False,0.23,False,False,53,Rising,Reduce,IN,False
142,20,Female,5,3,12,0,Tobacco,Online,Instagram,Android,5.0,0,0.59,False,5,0.53,Blueberry Muffin,Sweet,47.8,3,6.4,4.7,Anxious,False,0.32,True,False,57,Stable,Reduce,SG,False
143,23,Female,2,3,11,0,Fruity,Online,TikTok,Desktop,31.4,0,0.53,False,11,0.47,Lychee Ice,Nutty,38.2,5,7.3,5.4,Happy,False,0.49,False,False,55,Stable,Reduce,AE,True
144,25,Male,2,2,9,1,"Dessert,Spice,Beverage",Retail,TikTok,Android,12.6,0,0.36,True,22,0.94,Strawberry Cream,Fruity,31.5,5,6.6,6.7,Energetic,True,0.12,False,True,64,Stable,Quit,PH,False
145,44,Female,3,1,10,1,Tobacco,Retail,Instagram,Android,25.6,0,0.48,True,19,0.41,Berry Blast,Menthol,49.9,5,8.5,6.7,Happy,True,0.28,False,False,57,Stable,Quit,SG,False
146,26,Female,1,5,9,1,"Dessert,Fruity",Retail,Instagram,Android,27.8,2,0.73,False,24,0.97,Strawberry Cream,Sweet,41.9,2,5.5,6.7,Happy,False,0.29,False,False,39,Stable,Maintain,US,False
147,54,Male,1,3,6,0,Beverage,Retail,Website,iOS,38.6,4,0.84,True,7,0.92,Lychee Ice,Spicy,20.2,2,8.0,7.8,Happy,False,0.37,False,False,62,Declining,Maintain,PH,False
148,50,Female,4,3,13,0,"Menthol,Spice,Beverage",Online,TikTok,iOS,11.9,0,0.7,False,2,0.67,Vanilla Swirl,Sweet,43.4,3,7.5,3.6,LowEnergy,False,0.52,True,True,46,Stable,Maintain,AE,True
149,41,Female,3,5,3,1,Beverage,Online,Instagram,Desktop,5.0,1,0.83,False,16,0.62,Lychee Ice,Sweet,10.0,4,6.6,6.3,Energetic,False,0.12,True,False,47,Rising,Reduce,SG,False
150,32,Male,4,1,1,1,"Beverage,Dessert,Tobacco",Retail,Instagram,iOS,26.8,1,0.61,False,12,0.43,Pineapple Freeze,Fruity,10.0,3,6.9,6.9,Anxious,True,0.5,False,False,44,Declining,Quit,SG,False
151,49,Male,3,2,4,0,"Dessert,Spice",Online,Referral,Desktop,43.0,0,0.86,True,23,0.12,Berry Blast,Fruity,20.5,5,5.3,6.0,LowEnergy,False,0.37,False,False,42,Declining,Reduce,IN,False
152,49,Male,5,3,14,0,Beverage,Retail,Instagram,Android,37.4,1,0.91,False,15,0.21,Pineapple Freeze,Spicy,44.5,6,6.1,6.8,Energetic,False,0.37,False,False,51,Stable,Reduce,PH,False
153,41,Female,2,2,14,1,"Menthol,Fruity,Tobacco",Online,Instagram,Android,27.1,2,0.34,False,1,0.78,Spicy Guava,Spicy,50.0,5,7.2,8.0,Anxious,True,0.32,False,False,58,Stable,Reduce,AE,True
154,29,Other,5,4,3,1,"Spice,Beverage",Online,TikTok,Android,20.1,2,0.63,False,13,0.52,Vanilla Swirl,Spicy,10.0,1,6.3,6.6,Anxious,False,0.35,False,False,42,Declining,Reduce,US,False
155,19,Female,3,1,14,0,Fruity,Online,Referral,Android,33.1,2,0.61,False,23,0.23,Peach Punch,Nutty,50.0,6,6.6,9.7,Anxious,False,0.14,True,True,36,Declining,Quit,IN,True
156,20,Male,2,4,12,1,"Fruity,Beverage",Retail,Instagram,Desktop,15.3,0,0.54,True,6,0.34,Blueberry Muffin,Nutty,50.0,6,7.7,7.9,Energetic,False,0.18,False,False,50,Rising,Quit,PH,False
157,54,Female,1,4,1,0,"Menthol,Tobacco,Dessert",Online,Website,Desktop,29.8,0,0.67,True,13,0.95,Choco Hazelnut,Fruity,10.0,3,4.2,6.9,Anxious,False,0.21,False,False,61,Stable,Reduce,AE,False
158,34,Female,1,4,3,0,"Fruity,Beverage",Online,Website,Android,30.1,1,0.61,False,18,0.43,Tobacco Twist,Fruity,17.3,5,6.9,7.3,Anxious,False,0.35,True,True,46,Declining,Reduce,IN,False
159,19,Male,4,1,14,1,Tobacco,Online,Instagram,iOS,35.6,1,0.49,False,3,0.92,Rose Milk,Spicy,50.0,5,8.6,7.6,LowEnergy,False,0.23,True,False,46,Rising,Maintain,AE,True
160,19,Male,3,1,14,0,"Beverage,Tobacco",Online,Website,Android,52.6,0,0.6,False,1,0.37,Mango Tango,Nutty,50.0,4,6.0,9.0,Anxious,False,0.32,False,False,49,Stable,Maintain,AE,True
161,45,Female,3,5,4,1,"Dessert,Menthol",Online,TikTok,Desktop,28.9,1,0.78,False,15,0.59,Tobacco Twist,Menthol,18.8,1,5.0,8.3,Happy,False,0.09,False,False,61,Stable,Maintain,IN,False
162,40,Male,1,2,13,1,"Beverage,Spice,Dessert",Online,Website,iOS,19.9,1,0.63,False,13,0.12,Tobacco Twist,Nutty,50.0,3,6.0,7.3,LowEnergy,True,0.68,False,False,38,Rising,Maintain,IN,True
163,54,Female,5,2,13,1,"Dessert,Tobacco",Online,Website,Android,24.7,1,0.69,False,5,0.57,Lychee Ice,Fruity,47.5,2,4.7,5.4,LowEnergy,True,0.36,False,False,44,Rising,Quit,PH,False
164,49,Male,2,5,14,0,Beverage,Online,TikTok,Android,7.3,0,0.56,False,13,0.67,Citrus Pop,Nutty,50.0,3,6.8,7.1,Energetic,True,0.25,False,False,54,Stable,Maintain,IN,True
165,50,Male,5,5,8,0,"Tobacco,Menthol,Dessert",Online,Instagram,Android,18.1,0,0.67,True,22,0.31,Custard Kunafa,Fruity,39.1,6,6.4,7.4,Anxious,False,0.34,False,False,54,Rising,Maintain,PH,False
166,18,Male,5,4,9,0,Dessert,Retail,Referral,iOS,20.9,1,0.42,False,5,0.62,Berry Blast,Spicy,31.7,3,6.9,7.7,Happy,False,0.19,False,True,53,Rising,Maintain,AE,False
167,36,Male,1,5,3,1,Beverage,Retail,TikTok,Android,19.8,0,0.53,True,19,0.68,Peach Punch,Spicy,11.3,4,6.3,5.4,Happy,True,0.34,False,False,45,Stable,Maintain,IN,False
168,19,Female,1,3,6,1,"Beverage,Dessert",Online,Instagram,Desktop,26.5,2,0.58,False,21,0.72,Choco Hazelnut,Spicy,26.4,3,6.7,7.6,Anxious,True,0.21,True,False,47,Stable,Quit,PH,False
169,43,Male,1,2,10,1,"Tobacco,Fruity",Online,Instagram,iOS,16.8,1,0.41,False,24,0.8,Custard Kunafa,Menthol,37.0,4,7.0,7.7,Anxious,False,0.71,False,True,45,Rising,Maintain,PH,False
170,49,Female,4,5,11,1,Fruity,Online,TikTok,iOS,36.2,0,0.48,False,18,0.38,Rose Milk,Menthol,50.0,6,5.1,4.7,Energetic,False,0.17,False,False,56,Stable,Quit,US,False
171,23,Male,5,3,5,1,"Fruity,Tobacco",Retail,Website,Desktop,25.0,0,0.65,True,21,0.61,Blueberry Muffin,Fruity,28.8,4,6.9,4.7,Happy,False,0.2,False,True,47,Stable,Maintain,PH,False
172,49,Female,3,3,6,1,Dessert,Online,Instagram,iOS,24.9,3,0.62,False,22,0.98,Blueberry Muffin,Sweet,31.5,5,8.2,8.2,LowEnergy,False,0.22,True,False,40,Rising,Quit,PH,False
173,21,Male,2,3,4,0,"Spice,Fruity",Online,TikTok,Desktop,21.7,1,0.72,True,10,0.91,Custard Kunafa,Menthol,20.0,2,5.3,5.2,Energetic,False,0.37,False,True,46,Stable,Reduce,US,False
174,28,Female,4,3,10,0,"Spice,Tobacco,Menthol",Retail,Instagram,Android,26.6,1,0.51,False,24,0.96,Citrus Pop,Fruity,47.5,6,6.9,8.8,Energetic,False,0.28,False,True,33,Stable,Reduce,SG,False
175,34,Female,3,4,6,1,Beverage,Online,Website,iOS,33.3,0,0.61,True,8,0.45,Rose Milk,Nutty,26.8,4,8.1,6.1,LowEnergy,False,0.05,False,True,44,Rising,Maintain,IN,False
176,41,Male,5,3,7,0,Dessert,Retail,Instagram,Desktop,16.3,2,0.5,False,15,0.81,Peach Punch,Spicy,24.9,1,5.1,7.1,Energetic,True,0.15,True,False,43,Declining,Reduce,US,False
177,22,Male,1,4,9,0,Tobacco,Online,Website,Android,18.4,1,0.71,False,21,0.66,Spicy Guava,Spicy,50.0,6,7.5,7.0,Anxious,False,0.17,False,False,53,Stable,Reduce,PH,False
178,51,Female,5,4,10,1,"Fruity,Beverage,Dessert",Retail,TikTok,Android,22.0,0,0.78,False,20,0.17,Spicy Guava,Spicy,37.5,1,6.2,5.4,LowEnergy,True,0.4,True,False,55,Rising,Maintain,PH,False
179,23,Other,2,3,7,1,Dessert,Online,Referral,iOS,11.5,0,0.67,False,23,0.84,Strawberry Cream,Fruity,22.9,2,7.7,8.6,LowEnergy,True,0.05,False,False,45,Rising,Maintain,IN,False
180,39,Male,4,2,6,0,Dessert,Retail,Instagram,Android,16.8,2,0.76,True,22,0.71,Vanilla Swirl,Spicy,31.5,4,5.5,6.1,Happy,False,0.51,False,False,61,Stable,Quit,AE,False
181,28,Female,4,3,1,1,"Beverage,Fruity",Retail,TikTok,iOS,20.2,1,0.6,True,4,0.28,Custard Kunafa,Menthol,10.0,6,6.5,6.6,LowEnergy,False,0.43,False,False,54,Rising,Maintain,US,False
182,33,Female,2,3,2,1,"Tobacco,Spice",Online,Instagram,iOS,33.7,1,0.72,False,2,0.17,Mango Tango,Nutty,10.0,6,4.7,3.5,Energetic,False,0.54,False,False,54,Rising,Quit,SG,False
183,50,Female,3,3,1,1,Tobacco,Online,Referral,Desktop,27.6,2,0.61,False,24,0.85,Choco Hazelnut,Spicy,10.0,2,7.0,4.5,Happy,False,0.32,False,False,48,Rising,Reduce,IN,False
184,26,Other,3,2,9,0,"Tobacco,Dessert",Online,Referral,iOS,26.9,0,0.45,True,6,0.17,Citrus Pop,Fruity,30.7,5,7.0,8.2,Energetic,False,0.19,False,False,52,Stable,Maintain,IN,False
185,23,Female,4,1,10,0,Fruity,Retail,Instagram,Android,33.5,2,0.64,False,3,0.18,Rose Milk,Nutty,35.2,1,7.1,6.5,Anxious,True,0.1,False,False,48,Rising,Maintain,US,False
186,33,Male,4,1,10,1,"Fruity,Menthol,Beverage",Retail,Website,iOS,23.6,0,0.45,False,7,0.48,Choco Hazelnut,Spicy,31.6,6,7.1,5.6,Anxious,True,0.41,False,False,48,Declining,Quit,PH,False
187,46,Male,1,4,9,1,Menthol,Online,Referral,Android,28.9,0,0.95,True,10,0.22,Custard Kunafa,Sweet,44.7,3,6.4,5.6,Happy,False,0.14,False,False,56,Stable,Reduce,PH,False
188,20,Male,3,4,7,1,Dessert,Retail,TikTok,iOS,24.0,1,0.55,True,23,0.92,Peach Punch,Spicy,38.6,1,4.7,7.3,Happy,False,0.62,False,False,47,Stable,Maintain,SG,False
189,37,Female,2,2,13,1,"Fruity,Spice",Online,TikTok,Desktop,27.7,2,0.7,True,6,0.52,Mango Tango,Menthol,50.0,4,7.7,8.4,Energetic,False,0.06,True,False,46,Stable,Reduce,US,False
190,53,Female,3,5,2,0,Beverage,Online,Instagram,Android,19.2,0,0.6,False,16,0.61,Custard Kunafa,Nutty,11.2,2,6.5,5.7,Anxious,False,0.05,False,False,45,Stable,Maintain,IN,False
191,36,Male,1,1,6,0,"Beverage,Tobacco",Lounge,Instagram,iOS,5.0,1,0.41,False,2,0.94,Lychee Ice,Menthol,21.8,1,7.0,8.1,Happy,True,0.14,True,False,54,Stable,Quit,US,False
192,43,Female,4,4,11,1,Spice,Retail,Referral,iOS,23.7,1,0.32,False,24,0.58,Berry Blast,Sweet,43.7,3,6.3,6.3,Anxious,True,0.13,False,True,56,Stable,Maintain,AE,True
193,20,Female,4,1,4,0,Spice,Online,Referral,iOS,39.2,1,0.71,False,17,0.42,Blueberry Muffin,Sweet,13.8,3,8.9,7.3,Anxious,False,0.38,False,False,56,Rising,Maintain,IN,False
194,36,Female,1,2,1,0,"Menthol,Spice",Retail,Website,Android,34.3,1,0.83,True,13,0.82,Berry Blast,Menthol,10.0,2,5.8,3.8,Anxious,False,0.44,False,False,49,Stable,Maintain,SG,False
195,37,Male,2,2,1,1,"Beverage,Tobacco",Lounge,TikTok,iOS,34.7,0,0.49,False,1,0.5,Peach Punch,Nutty,10.0,2,5.8,4.1,Energetic,False,0.25,False,False,55,Declining,Maintain,SG,False
196,49,Male,4,5,12,0,"Menthol,Beverage",Retail,TikTok,Desktop,37.4,4,0.35,False,6,0.39,Citrus Pop,Sweet,50.0,1,4.6,7.7,Energetic,False,0.23,True,False,55,Stable,Reduce,IN,True
197,24,Male,5,5,5,0,Spice,Retail,Website,Android,25.9,1,0.55,True,5,0.75,Peach Punch,Sweet,26.4,4,6.6,6.9,Anxious,False,0.28,False,True,43,Rising,Reduce,PH,False
198,50,Male,4,2,12,0,Beverage,Retail,Referral,iOS,27.0,1,0.46,False,13,0.82,Rose Milk,Spicy,50.0,5,8.7,7.1,Anxious,True,0.25,False,False,44,Rising,Reduce,IN,True
199,35,Male,5,4,2,0,Menthol,Online,Referral,Android,18.8,0,0.5,False,23,0.81,Rose Milk,Fruity,10.0,3,6.7,4.9,Anxious,False,0.06,False,False,44,Stable,Reduce,IN,False
200,18,Male,1,1,4,0,Dessert,Retail,Website,Android,21.8,0,0.69,False,18,0.98,Tobacco Twist,Sweet,23.2,2,6.8,5.9,LowEnergy,False,0.33,True,False,37,Rising,Maintain,AE,False
201,28,Male,1,3,1,1,"Fruity,Dessert",Online,Website,iOS,31.2,1,0.59,False,12,0.81,Citrus Pop,Nutty,10.0,5,7.7,4.0,LowEnergy,False,0.03,False,True,48,Declining,Reduce,IN,False
202,45,Male,4,5,4,1,"Dessert,Tobacco,Fruity",Retail,Instagram,iOS,37.0,1,0.48,True,7,0.79,Citrus Pop,Nutty,16.3,5,6.7,5.2,Energetic,False,0.41,False,False,57,Stable,Quit,US,False
203,42,Male,3,3,11,0,Spice,Online,Instagram,iOS,23.6,0,0.69,True,15,0.87,Mango Tango,Spicy,50.0,5,7.9,6.5,Anxious,False,0.2,False,False,47,Rising,Maintain,US,False
204,40,Female,5,4,6,1,Tobacco,Retail,Referral,Android,20.5,1,0.7,False,3,0.1,Berry Blast,Nutty,29.0,4,8.1,7.0,LowEnergy,False,0.05,False,False,44,Rising,Maintain,SG,False
205,48,Male,2,5,10,0,Tobacco,Online,Website,Android,25.0,2,0.55,True,16,0.43,Rose Milk,Spicy,35.4,2,5.8,5.4,Happy,True,0.38,False,False,52,Rising,Reduce,PH,False
206,47,Female,4,3,4,1,Dessert,Online,Instagram,Android,31.0,2,0.62,False,1,0.76,Pineapple Freeze,Sweet,16.5,3,4.8,7.3,Happy,True,0.43,False,False,60,Rising,Maintain,SG,False
207,52,Other,2,4,1,1,Tobacco,Online,Instagram,Desktop,10.6,2,0.68,False,16,0.64,Custard Kunafa,Sweet,10.0,2,7.3,6.4,Anxious,False,0.36,True,True,54,Declining,Maintain,AE,False
208,24,Male,4,1,7,1,"Spice,Beverage,Menthol",Lounge,Website,Desktop,5.0,0,0.66,False,24,0.26,Citrus Pop,Sweet,29.8,1,6.9,6.2,LowEnergy,False,0.16,False,False,49,Declining,Reduce,IN,False
209,33,Male,3,4,14,1,"Beverage,Fruity",Lounge,Instagram,Android,19.5,0,0.61,False,12,0.37,Vanilla Swirl,Sweet,49.5,3,5.2,6.6,Happy,True,0.3,False,False,43,Declining,Quit,SG,False
210,43,Male,3,5,2,0,"Dessert,Tobacco,Menthol",Online,Instagram,Desktop,12.8,0,0.81,False,19,0.4,Lychee Ice,Fruity,11.5,2,5.7,9.6,Energetic,True,0.58,False,False,56,Stable,Reduce,IN,False
211,19,Female,3,2,9,0,"Fruity,Spice,Menthol",Lounge,TikTok,iOS,19.9,1,0.69,False,8,0.61,Mint Chill,Fruity,47.6,3,5.7,6.3,Happy,False,0.41,False,False,49,Stable,Reduce,SG,False
212,18,Female,3,1,13,1,"Tobacco,Spice",Retail,Website,iOS,23.5,0,0.53,False,23,0.85,Rose Milk,Sweet,50.0,1,6.7,7.9,Energetic,False,0.29,True,True,49,Declining,Maintain,IN,True
213,29,Male,1,3,3,0,"Dessert,Tobacco",Retail,Website,iOS,20.5,3,0.53,True,12,0.94,Spicy Guava,Nutty,15.1,6,7.7,7.3,Happy,True,0.4,False,True,52,Declining,Reduce,SG,False
214,22,Male,1,5,8,0,Dessert,Online,Instagram,iOS,39.5,0,0.52,True,15,0.78,Rose Milk,Spicy,45.5,3,7.8,6.1,Happy,False,0.01,False,True,57,Declining,Reduce,US,False
215,54,Male,5,2,13,1,"Beverage,Dessert",Lounge,Website,Android,28.3,1,0.69,False,2,0.86,Strawberry Cream,Menthol,44.3,6,7.4,4.2,LowEnergy,False,0.12,False,False,63,Declining,Maintain,AE,True
216,49,Male,2,4,8,1,"Dessert,Menthol,Fruity",Retail,Instagram,Desktop,28.0,2,0.51,True,17,0.52,Peach Punch,Spicy,30.0,5,6.1,5.6,Happy,False,0.05,False,False,41,Stable,Maintain,SG,False
217,26,Female,4,2,3,1,Beverage,Retail,TikTok,iOS,31.2,1,0.54,True,7,0.45,Vanilla Swirl,Menthol,13.9,4,9.0,6.6,Happy,True,0.61,False,False,50,Rising,Reduce,US,False
218,52,Male,4,5,4,0,"Menthol,Fruity,Beverage",Retail,Website,iOS,13.6,2,0.76,True,13,0.45,Rose Milk,Menthol,21.6,1,6.5,6.3,Energetic,False,0.4,False,False,50,Stable,Quit,PH,False
219,36,Female,1,5,2,1,Menthol,Retail,Website,Android,35.4,1,0.63,False,1,0.65,Vanilla Swirl,Sweet,10.0,3,6.0,8.4,Energetic,False,0.18,False,False,45,Stable,Reduce,SG,False
220,33,Male,4,2,4,0,"Menthol,Spice,Fruity",Retail,Referral,Desktop,24.2,1,0.78,False,6,0.21,Mint Chill,Menthol,23.8,1,4.9,5.4,Happy,True,0.37,True,False,57,Stable,Maintain,IN,False
221,20,Other,1,4,11,0,"Menthol,Spice,Tobacco",Online,Website,iOS,31.7,2,0.72,True,13,0.62,Tobacco Twist,Sweet,48.0,5,6.1,6.3,Anxious,False,0.32,False,False,59,Declining,Maintain,AE,True
222,37,Male,5,2,11,1,"Spice,Dessert",Online,TikTok,Android,14.3,3,0.42,False,11,0.7,Mango Tango,Fruity,44.9,6,7.0,7.3,Happy,True,0.1,True,False,58,Declining,Maintain,US,False
223,41,Male,2,5,11,0,"Menthol,Spice",Online,Instagram,iOS,9.5,1,0.58,False,10,0.5,Strawberry Cream,Nutty,42.7,4,4.6,6.1,Happy,False,0.35,False,True,52,Stable,Maintain,US,False
224,50,Female,5,5,14,0,"Menthol,Beverage",Online,TikTok,iOS,33.2,1,0.75,True,16,0.96,Blueberry Muffin,Menthol,49.3,1,5.4,8.0,LowEnergy,False,0.17,False,False,46,Rising,Quit,AE,True
225,41,Male,3,3,9,1,"Spice,Beverage,Fruity",Retail,Instagram,Desktop,28.8,0,0.42,False,24,0.65,Pineapple Freeze,Nutty,48.4,6,5.9,4.9,Happy,True,0.22,False,False,42,Rising,Reduce,SG,False
226,28,Other,3,3,2,0,"Fruity,Beverage,Dessert",Retail,Instagram,Desktop,16.0,1,0.66,False,23,0.3,Peach Punch,Sweet,11.7,5,5.6,4.2,Happy,True,0.16,False,False,49,Rising,Reduce,IN,False
227,25,Female,3,1,12,0,"Beverage,Fruity",Retail,Referral,iOS,16.3,1,0.59,False,20,0.53,Lychee Ice,Menthol,50.0,5,5.5,6.1,Energetic,False,0.3,False,False,63,Rising,Quit,PH,False
228,53,Female,5,5,12,0,"Dessert,Spice",Online,TikTok,Desktop,36.3,2,0.34,False,17,0.71,Mint Chill,Spicy,50.0,5,7.8,6.4,Energetic,True,0.14,False,False,61,Stable,Maintain,SG,False
229,37,Female,4,3,13,0,"Menthol,Dessert",Online,Referral,Android,13.1,0,0.62,True,17,0.39,Blueberry Muffin,Fruity,50.0,6,4.5,6.8,Energetic,False,0.06,False,False,51,Rising,Reduce,AE,True
230,52,Female,2,2,3,0,"Menthol,Spice,Dessert",Online,Website,Desktop,41.4,1,0.47,False,4,0.17,Peach Punch,Fruity,13.3,3,6.7,6.7,Energetic,False,0.32,False,False,53,Rising,Maintain,SG,False
231,42,Female,3,4,11,1,"Menthol,Dessert",Online,Website,Android,16.0,3,0.42,True,5,0.63,Strawberry Cream,Menthol,50.0,2,7.1,5.9,Happy,False,0.34,True,False,43,Stable,Maintain,SG,False
232,52,Female,3,2,11,1,"Beverage,Dessert,Spice",Online,TikTok,Android,31.4,2,0.6,False,23,0.95,Choco Hazelnut,Fruity,47.4,1,5.9,4.2,Anxious,False,0.16,False,True,50,Stable,Maintain,AE,True
233,42,Female,3,4,4,0,"Spice,Tobacco",Retail,TikTok,Android,21.7,2,0.31,False,14,0.54,Tobacco Twist,Spicy,18.7,2,6.2,6.3,LowEnergy,False,0.55,False,False,42,Rising,Quit,AE,False
234,46,Male,2,3,5,1,Dessert,Online,TikTok,Android,31.0,2,0.5,False,20,0.92,Blueberry Muffin,Nutty,15.9,5,6.5,4.9,LowEnergy,True,0.54,False,False,46,Declining,Maintain,PH,False
235,35,Male,3,1,1,0,Beverage,Retail,Instagram,iOS,19.6,1,0.98,True,10,0.85,Mango Tango,Spicy,10.0,2,7.3,6.6,Anxious,True,0.03,False,False,70,Rising,Maintain,AE,False
236,35,Female,2,2,7,0,"Tobacco,Beverage",Online,Website,iOS,23.4,1,0.7,False,14,0.23,Berry Blast,Fruity,22.1,6,8.3,4.8,Anxious,True,0.54,False,False,54,Rising,Reduce,AE,False
237,19,Male,3,2,14,1,Dessert,Retail,Instagram,iOS,25.4,0,0.47,False,1,0.74,Vanilla Swirl,Nutty,50.0,5,5.0,7.1,LowEnergy,False,0.35,False,False,62,Stable,Maintain,AE,True
238,52,Male,5,2,10,0,Fruity,Retail,Instagram,Android,15.0,0,0.81,False,11,0.49,Citrus Pop,Spicy,50.0,5,5.4,9.0,Happy,False,0.36,True,True,53,Declining,Maintain,US,False
239,33,Male,5,4,7,1,"Tobacco,Menthol",Lounge,Website,iOS,32.4,2,0.45,False,23,0.33,Choco Hazelnut,Sweet,26.0,4,5.5,5.4,LowEnergy,False,0.14,False,False,52,Stable,Reduce,AE,False
240,53,Male,2,3,9,0,Fruity,Retail,Instagram,Android,19.9,0,0.52,False,18,0.72,Mint Chill,Sweet,35.7,4,6.5,4.6,Anxious,False,0.21,False,False,48,Stable,Maintain,AE,True
241,50,Female,5,2,4,1,Menthol,Lounge,Referral,Desktop,22.7,1,0.43,False,16,0.77,Rose Milk,Nutty,17.8,6,6.0,8.2,Happy,False,0.23,False,False,50,Declining,Quit,AE,False
